french,wolof
"Et il ajouta: C`est pourquoi je vous ai dit que nul ne peut venir à moi, si cela ne lui a été donné par le Père.","Mu dolli ca it ne: «Looloo tax ma ne, kenn mënul a ñëw ci man te Baay bi mayu la, nga agsi.»"
"Dès ce moment, plusieurs de ses disciples se retirèrent, et ils n`allaient plus avec lui.","Ci loolu taalibeem yu bare dëpp, bañatee ànd ak moom."
"Jésus donc dit aux douze: Et vous, ne voulez-vous pas aussi vous en aller?","Yeesu daldi wax ak fukki taalibe yi ak ñaar ne leen: «Mbaa bëgguleen a dem, yéen itam?»"
"Simon Pierre lui répondit: Seigneur, à qui irions-nous? Tu as les paroles de la vie éternelle.","Simoŋ Piyeer ne ko: «Boroom bi, ci kan lanuy dem? Yaa yor kàddu yiy joxe dund gu dul jeex."
"Et nous avons cru et nous avons connu que tu es le Christ, le Saint de Dieu.","Léegi nun gëm nanu te xam nanu ne, yaa di Aji Sell, ji jóge ci Yàlla.»"
"Jésus leur répondit: N`est-ce pas moi qui vous ai choisis, vous les douze? Et l`un de vous est un démon!","Yeesu daldi tontu ne leen: «Xanaa du maa leen tànn, yéen fukk yi ak ñaar? Moona, am na ci yéen koo xam ne seytaane la!»"
"Il parlait de Judas Iscariot, fils de Simon; car c`était lui qui devait le livrer, lui, l`un des douze.","Yudaa miy doomu Simoŋ Iskariyo la doon wax. Ndeke Yudaa, la muy bokk lépp ca fukki taalibe ya ak ñaar, moo ko naroon a wor."
"Après cela, Jésus parcourait la Galilée, car il ne voulait pas séjourner en Judée, parce que les Juifs cherchaient à le faire mourir.",Gannaaw loolu Yeesu doon na wër diiwaanu Galile.
"Or, la fête des Juifs, la fête des Tabernacles, était proche.","Bëggul woon a dem diiwaanu Yude, ndaxte Yawut ya dañu ko doon wut a rey. Fekk na bésu xewu Yawut ya, ñu koy wax màggalu Mbaar ya, mu ngi doon jubsi."
"Et ses frères lui dirent: Pars d`ici, et va en Judée, afin que tes disciples voient aussi les oeuvres que tu fais.","Noonu rakki Yeesu yu góor ya ne ko: «Jóge fi te dem diiwaanu Yude, ngir say taalibe gis, ñoom itam, jaloore yi ngay def."
"Personne n`agit en secret, lorsqu`il désire paraître: si tu fais ces choses, montre-toi toi-même au monde.","Ku bëgg a siiw, doo nëbb say jëf. Boo demee bay wone jaloore yu mel ni, fexeel ba ñépp gis la.»"
Car ses frères non plus ne croyaient pas en lui.,"Rakkam yi dañu doon wax loolu, ndaxte ñoom itam gëmuñu ko woon."
"Jésus leur dit: Mon temps n`est pas encore venu, mais votre temps est toujours prêt.","Yeesu ne leen: «Sama waxtu jotagul. Ci yéen nag, waxtu yépp a baax."
"Le monde ne peut vous haïr; moi, il me hait, parce que je rends de lui le témoignage que ses oeuvres sont mauvaises.","Àddina du leen bañ waaye bañ na ma, man, ndaxte maa wax ne, seeni jëf baaxul."
"Montez, vous, à cette fête; pour moi, je n`y monte point, parce que mon temps n`est pas encore accompli.","Yéen nag demleen màggal ga. Demaguma màggal googu, ndaxte sama waxtu jotagul.»"
"Après leur avoir dit cela, il resta en Galilée.","Bi mu leen waxee loolu ba noppi, moom mu des Galile."
"Lorsque ses frères furent montés à la fête, il y monta aussi lui-même, non publiquement, mais comme en secret.","Bi rakkam ya demee ca màggal ga, Yeesu itam sog a dem te kenn yégu ko; siiwalul demam."
"Les Juifs le cherchaient pendant la fête, et disaient: Où est-il?",Fekk Yawut yaa nga ko doon seet ca màggal ga te naan: «Ana waa ji?»
"Il y avait dans la foule grande rumeur à son sujet. Les uns disaient: C`est un homme de bien. D`autres disaient: Non, il égare la multitude.","Ca biir mbooloo ma ñu ngi doon déeyante, di wax ci ay mbiram. Ñii naan: «Nit ku baax la.» Ñee naan: «Déedéet, day nax nit ñi.»"
"Personne, toutefois, ne parlait librement de lui, par crainte des Juifs.","Waaye kenn ñemewu koo tudd ca kaw, ndaxte dañoo ragaloon Yawut ya."
"Vers le milieu de la fête, Jésus monta au temple. Et il enseignait.","Bi ñu demee ba ca diggu màggal ga, Yeesu dem di jàngale ca kër Yàlla ga."
"Les Juifs s`étonnaient, disant: Comment connaît-il les Écritures, lui qui n`a point étudié?","Yawut ya nag jaaxle, daldi ne: «Nu waa jii def ba xam lii lépp, moom mi jàngul?»"
"Jésus leur répondit: Ma doctrine n`est pas de moi, mais de celui qui m`a envoyé.","Yeesu daldi leen tontu ne: «Li may jàngale, jógewul ci man, waaye ci ki ma yónni la jóge."
"Si quelqu`un veut faire sa volonté, il connaîtra si ma doctrine est de Dieu, ou si je parle de mon chef.","Ku fas yéenee wéy ci bëgg-bëggu Yàlla, dina xam ndax sama njàngale ci Yàlla la jóge, walla ci sama coobare."
"Celui qui parle de son chef cherche sa propre gloire; mais celui qui cherche la gloire de celui qui l`a envoyé, celui-là est vrai, et il n`y a point d`injustice en lui.","Nit kiy wax ci coobareem nag, day wut a màggal boppam, waaye kiy wut a màggal ki ko yónni, dëgg rekk lay wax te jubadiwul fenn."
Moïse ne vous a-t-il pas donné la loi? Et nul de vous n`observe la loi. Pourquoi cherchez-vous à me faire mourir?,Xanaa du Musaa moo leen jox ndigali Yàlla yi? Waaye kenn ci yéen sàmmu ko! Lu tax ngeen bëgg maa rey?»
La foule répondit: Tu as un démon. Qui est-ce qui cherche à te faire mourir?,Mbooloo ma ne ko: «Xanaa dangaa am ay rab! Ku lay wut a rey?»
"Jésus leur répondit: J`ai fait une oeuvre, et vous en êtes tous étonnés.","Yeesu ne leen: «Benn jaloore rekk laa def, te yéen ñépp ngeen jaaxle!"
"Moïse vous a donné la circoncision, -non qu`elle vienne de Moïse, car elle vient des patriarches, -et vous circoncisez un homme le jour du sabbat.",Li leen Musaa jox ndigalu xarafal gune yi --jógewul kat ci Musaa; mi ngi tàmbalee ci seen maami cosaan — moo tax ba ngeen nangoo xarafal nit ci bésu noflaay bi.
"Si un homme reçoit la circoncision le jour du sabbat, afin que la loi de Moïse ne soit pas violée, pourquoi vous irritez-vous contre moi de ce que j`ai guéri un homme tout entier le jour du sabbat?","Bu ngeen manee xarafal nit ci bésu noflaay bi, ngir bañ a wàcc yoonu Musaa, lu tax nag ngeen mere ma, ndax li ma ci wéral nitu lëmm?"
"Ne jugez pas selon l`apparence, mais jugez selon la justice.","Bàyyileen di àtte ci ni ngeen di gise, te di àtte dëgg.»"
Quelques habitants de Jérusalem disaient: N`est-ce pas là celui qu`ils cherchent à faire mourir?,Am na ci waa Yerusalem ñu doon wax naan: «Xanaa du nit kii lañuy wut a rey?
"Et voici, il parle librement, et ils ne lui disent rien! Est-ce que vraiment les chefs auraient reconnu qu`il est le Christ?","Xool-leen, mi ngi waaraate ci biir nit ñi, te kenn du ko wax dara. Ndax sunu kilifa yi dañoo xam ne, mooy Almasi bi?"
"Cependant celui-ci, nous savons d`où il est; mais le Christ, quand il viendra, personne ne saura d`où il est.","Waaye waa ji, xam nanu fu mu jóge, te saa su Almasi bi dee dikk, kenn du xam fu mu bàyyikoo.»"
"Et Jésus, enseignant dans le temple, s`écria: Vous me connaissez, et vous savez d`où je suis! Je ne suis pas venu de moi-même: mais celui qui m`a envoyé est vrai, et vous ne le connaissez pas.","Yeesu di jàngale ca kër Yàlla ga, daldi wax ca kaw ne: «Ndax xam ngeen ma te xam fi ma jóge? Ñëwaluma sama bopp, waaye ki ma yónni, ku wóor la. Yéen xamuleen ko."
"Moi, je le connais; car je viens de lui, et c`est lui qui m`a envoyé.","Man xam naa ko, ndaxte ca moom laa jóge, te itam moo ma yónni.»"
"Ils cherchaient donc à se saisir de lui, et personne ne mit la main sur lui, parce que son heure n`était pas encore venue.","Noonu ñu koy wut a jàpp, waaye kenn manalu ko woon dara, ndaxte waxtoom jotagul woon."
"Plusieurs parmi la foule crurent en lui, et ils disaient: Le Christ, quand il viendra, fera-t-il plus de miracles que n`en a fait celui-ci?","Moona nag, ñu bare ca mbooloo ma gëm nañu ko. Ñu nga naan: «Ndax bés bu Almasi bi dikkee, ay firndeem dina ëpp yu nit kii?»"
Les pharisiens entendirent la foule murmurant de lui ces choses. Alors les principaux sacrificateurs et les pharisiens envoyèrent des huissiers pour le saisir.,"Farisen ya daldi dégg la mbooloo ma doon déeyante ci mbirum Yeesu. Saraxalekat yu mag ya ak Farisen ya yebal ay alkaati yu daan wottu kër Yàlla ga, ngir ñu jàppi ko."
"Jésus dit: Je suis encore avec vous pour un peu de temps, puis je m`en vais vers celui qui m`a envoyé.","Yeesu wax ne: «Dinaa nekk ak yéen fi ak ab diir, sog a dem ci ki ma yónni."
"Vous me chercherez et vous ne me trouverez pas, et vous ne pouvez venir où je serai.","Dingeen ma seet, waaye dungeen ma gis; te dungeen man a dem fa may nekk.»"
"Sur quoi les Juifs dirent entre eux: Où ira-t-il, que nous ne le trouvions pas? Ira-t-il parmi ceux qui sont dispersés chez les Grecs, et enseignera-t-il les Grecs?","Yawut ya di laajante ci seen biir naan: «Fu muy dem fu nu ko dul fekk? Mbaa du dafa nar a dem ca Yawut, ya gàddaaye ca Gereg ya, te jàngali Gereg ya?"
"Que signifie cette parole qu`il a dite: Vous me chercherez et vous ne me trouverez pas, et vous ne pouvez venir où je serai?","Lan la baat yii mu wax di tekki: “Dingeen ma seet waaye dungeen ma gis,” ak: “Dungeen man a dem fa may nekk?”»"
"Le dernier jour, le grand jour de la fête, Jésus, se tenant debout, s`écria: Si quelqu`un a soif, qu`il vienne à moi, et qu`il boive.","Bés ba mujjoon ca màggal ga moo ca ëpp solo; keroog Yeesu taxaw, wax ca kaw ne: «Ku mar, na ñëw ci man; ku gëm, na naan! Ndaxte Mbind mi nee na, ndox mu bare muy dundale dina xellee ci dënnam.»"
"Il dit cela de l`Esprit que devaient recevoir ceux qui croiraient en lui; car l`Esprit n`était pas encore, parce que Jésus n`avait pas encore été glorifié.","Booba li ko taxoon di wax mooy Xelu Yàlla, mi ñi ko gëm naroon a jot. Fekk na joxeeguñu woon Xelu Yàlla mi, ndaxte ndamu Yeesu feeñagul woon."
"Des gens de la foule, ayant entendu ces paroles, disaient: Celui-ci est vraiment le prophète.","Bi ñu déggee wax jooja, am ay nit ca mbooloo ma ñu naan: «Dëgg-dëgg kii mooy Yonent bi war a ñëw.»"
D`autres disaient: C`est le Christ. Et d`autres disaient: Est-ce bien de la Galilée que doit venir le Christ?,Ñeneen naan: «Mooy Almasi bi.» Ña ca des it ne: «Waaye nan la Almasi bi man a jógee Galile?
"L`Écriture ne dit-elle pas que c`est de la postérité de David, et du village de Bethléhem, où était David, que le Christ doit venir?","Mbind mi wax na ne, Almasi bi ci xeetu Daawuda lay wàcce te Betleyem, dëkku Daawuda, lay jóge.»"
"Il y eut donc, à cause de lui, division parmi la foule.",Noonu féewaloo daldi am ca biir mbooloo ma ndax Yeesu.
"Quelques-uns d`entre eux voulaient le saisir, mais personne ne mit la main sur lui.","Am na ca ñoom ñu ko bëggoon a jàpp, waaye kenn manalu ko woon dara."
Ainsi les huissiers retournèrent vers les principaux sacrificateurs et les pharisiens. Et ceux-ci leur dirent: Pourquoi ne l`avez-vous pas amené?,"Bi alkaati ya delloo, saraxalekat yu mag ya ak Farisen ya laaj leen ne: «Lu tax indiwuleen ko?»"
Les huissiers répondirent: Jamais homme n`a parlé comme cet homme.,Alkaati ya ne leen: «Kenn musul a waxe ni nit kooku!»
"Les pharisiens leur répliquèrent: Est-ce que vous aussi, vous avez été séduits?","Noonu Farisen ya laaj leen: «Mbaa naxuñu leen, yéen itam?"
Y a-t-il quelqu`un des chefs ou des pharisiens qui ait cru en lui?,Ndax am na kenn ci saraxalekat yi walla ci Farisen yi ku ko gëm? Déedéet.
"Mais cette foule qui ne connaît pas la loi, ce sont des maudits!",Waaye mbooloo mi xamuñu yoonu Musaa; ñu alku lañu!»
"Nicodème, qui était venu de nuit vers Jésus, et qui était l`un d`entre eux, leur dit:",Nikodem bokkoon na ca Farisen ya fa nekkoon. Fekk moo seeti woon Yeesu lu jiitu. Mu ne leen:
Notre loi condamne-t-elle un homme avant qu`on l`entende et qu`on sache ce qu`il a fait?,"«Ndax ci sunu yoon, man nañoo daan kenn te dégluwuñu ko, mbaa ñu xam lu mu def?»"
"Ils lui répondirent: Es-tu aussi Galiléen? Examine, et tu verras que de la Galilée il ne sort point de prophète.","Ñu tontu ko ne: «Mbaa du yaw itam dangaa bokk ci diiwaanu Galile? Gëstul, kon dinga xam ne, benn yonent musul a jóge Galile.»"
Et chacun s`en retourna dans sa maison.,Gannaaw loolu ku ci nekk dellu sa kër.
Jésus se rendit à la montagne des oliviers.,"Yeesu moom, dem ca tundu Oliw ya."
"Mais, dès le matin, il alla de nouveau dans le temple, et tout le peuple vint à lui. S`étant assis, il les enseignait.","Ca ëllëg sa ca fajar, mu dellu ca kër Yàlla ga, mbooloo ma fa teewoon wër ko. Mu toog, tàmbali di leen jàngal."
Alors les scribes et les pharisiens amenèrent une femme surprise en adultère;,"Xutbakat ya ak Farisen ya indi jenn jigéen ju ñu bettoon muy njaaloo, ñu taxawal ko ca diggu mbooloo ma."
"et, la plaçant au milieu du peuple, ils dirent à Jésus: Maître, cette femme a été surprise en flagrant délit d`adultère.","Noonu ñu ne Yeesu: «Kilifa gi, jigéen jii de, dañu koo bett muy njaaloo."
"Moïse, dans la loi, nous a ordonné de lapider de telles femmes: toi donc, que dis-tu?","Ci ndigali Yàlla yi, jigéen ju njaaloo, Musaa dafa santaane ñu sànni ko ay xeer, ba mu dee. Yaw nag, lu ciy sa xalaat?»"
"Ils disaient cela pour l`éprouver, afin de pouvoir l`accuser. Mais Jésus, s`étant baissé, écrivait avec le doigt sur la terre.","Loolu nag, dañu ko doon wax ngir seetlu ko, ndaxte bëggoon nañoo tiiñal Yeesu. Yeesu sëgg, di bind ak baaraamam ci suuf."
"Comme ils continuaient à l`interroger, il se releva et leur dit: Que celui de vous qui est sans péché jette le premier la pierre contre elle.","Bi laaj ya baree, mu siggi ne leen: «Ku musul a def bàkkaar ci yéen, na ko jëkk a sànniy xeer.»"
"Et s`étant de nouveau baissé, il écrivait sur la terre.","Noonu mu sëggaat, dellu di bind ci suuf."
"Quand ils entendirent cela, accusés par leur conscience, ils se retirèrent un à un, depuis les plus âgés jusqu`aux derniers; et Jésus resta seul avec la femme qui était là au milieu.","Bi ñu déggee loolu, ñuy rocceeku kenn-kenn, mag ña jiitu. Yeesu rekk des fa, jigéen ja taxaw ca kanamam."
"Alors s`étant relevé, et ne voyant plus que la femme, Jésus lui dit: Femme, où sont ceux qui t`accusaient? Personne ne t`a-t-il condamnée?","Mu daldi siggi ne ko: «Jigéen ji, ana ñi la doon jiiñ njaaloo? Ndax kenn tegu la tooñ?»"
"Elle répondit: Non, Seigneur. Et Jésus lui dit: Je ne te condamne pas non plus: va, et ne pèche plus.","Mu ne ko: «Kenn, Sang bi.» Yeesu ne ko: «Man it ci sama wàll, duma la daan. Demal, waaye bul defati bàkkaar.»"
"Jésus leur parla de nouveau, et dit: Je suis la lumière du monde; celui qui me suit ne marchera pas dans les ténèbres, mais il aura la lumière de la vie.","Yeesu jubluwaat ca mbooloo ma ne leen: «Man maay leeru àddina si. Ku ma topp doo dox cig lëndëm, waaye dinga am leeru dund.»"
"Là-dessus, les pharisiens lui dirent: Tu rends témoignage de toi-même; ton témoignage n`est pas vrai.","Farisen ya ne ko: «Yaw yaay seedeel sa bopp, kon li ngay wax du dëgg.»"
"Jésus leur répondit: Quoique je rende témoignage de moi-même, mon témoignage est vrai, car je sais d`où je suis venu et où je vais; mais vous, vous ne savez d`où je viens ni où je vais.","Yeesu tontu leen: «Maa ngi seedeel sama bopp, teewul li may wax di dëgg, ndaxte xam naa fa ma bàyyikoo, xam fa ma jëm. Waaye yéen xamuleen fa ma bàyyikoo ak fa ma jëm."
"Vous jugez selon la chair; moi, je ne juge personne.",Ci gis-gisu àddina ngeen di àttee; man duma àtte kenn.
"Et si je juge, mon jugement est vrai, car je ne suis pas seul; mais le Père qui m`a envoyé est avec moi.","Teewul nag, su ma demee bay àtte, bu jub lay doon, ndaxte du man rekk ay àtte, waaye Baay, bi ma yónni, daf ciy ànd ak man."
Il est écrit dans votre loi que le témoignage de deux hommes est vrai;,"Seen yoon dafa wax ne, seedes ñaari nit a gën a wóor."
"je rends témoignage de moi-même, et le Père qui m`a envoyé rend témoignage de moi.","Man maa ngi seedeel sama bopp, te Baay bi ma yónni mi ngi may seedeel itam.»"
"Ils lui dirent donc: Où est ton Père? Jésus répondit: Vous ne connaissez ni moi, ni mon Père. Si vous me connaissiez, vous connaîtriez aussi mon Père.","Ñu laaj ko ne: «Kuy sa baay?» Yeesu tontu ne: «Xamuleen ma, xamuleen sama Baay. Bu ngeen ma xamoon, xam ko.»"
"Jésus dit ces paroles, enseignant dans le temple, au lieu où était le trésor; et personne ne le saisit, parce que son heure n`était pas encore venue.","Bi muy wax loolu, Yeesoo nga doon jàngalee ca kër Yàlla ga, ca wetu fa ñu doon denc asaka ya. Kenn mënu ko woon a jàpp, ndaxte waxtoom jotagul."
"Jésus leur dit encore: Je m`en vais, et vous me chercherez, et vous mourrez dans votre péché; vous ne pouvez venir où je vais.","Yeesu dellu ne leen: «Maa ngi dem; dingeen ma seet, waaye seen bàkkaar ngeen di deeyaale. Fa ma jëm, dungeen fa man a dem.»"
"Sur quoi les Juifs dirent: Se tuera-t-il lui-même, puisqu`il dit: Vous ne pouvez venir où je vais?","Yawut yay waxante naan: «Nee na kat, fa mu jëm, dunu fa man a dem. Mbaa du day xaruji?»"
"Et il leur dit: Vous êtes d`en bas; moi, je suis d`en haut. Vous êtes de ce monde; moi, je ne suis pas de ce monde.","Yeesu tontu ne: «Yéen, fii ngeen bawoo, ci suuf, waaye man ca kaw laa jóge. Àddina ngeen soqikoo, waaye man bokkuma ci."
"C`est pourquoi je vous ai dit que vous mourrez dans vos péchés; car si vous ne croyez pas ce que je suis, vous mourrez dans vos péchés.","Looloo tax ma ne, ci seeni bàkkaar ngeen di dee. Bu ngeen gëmul ki ma nekk, dingeen dee ci seeni bàkkaar.»"
